"","Date","count","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","humidity","windSpeed","windBearing","visibility","cloudCover","pressure","precipIntensityMaxTime","precipType"
"105","2013-04-15",1343.5,1366009200,"Mostly cloudy until afternoon.","partly-cloudy-day",1366032049,1366081198,0.19,5e-04,0.0122,0.41,41.17,1366030800,52.06,1366066800,38.69,1366020000,52.06,1366066800,40.41,0.82,1.91,337,9.97,0.7,1017.62,1366081200,"rain"
"106","2013-04-16",1538,1366095600,"Mostly cloudy until evening.","partly-cloudy-day",1366118336,1366167683,0.22,0.0017,0.0416,0.59,40.33,1366113600,54.62,1366156800,37.7,1366106400,54.62,1366156800,39.02,0.76,0.96,38,9.97,0.44,1026.48,1366153200,"rain"
"107","2013-04-17",1469.5,1366182000,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",1366204624,1366254168,0.25,0.001,0.0237,0.59,41.58,1366207200,56.63,1366239600,37.19,1366210800,56.63,1366239600,39.18,0.7,2.75,153,9.92,0.4,1030.63,1366243200,"rain"
"108","2013-04-18",986,1366268400,"Breezy in the evening, with light rain starting in the afternoon.","rain",1366290913,1366340653,0.29,0.0046,0.0341,1,44.71,1366279200,50.93,1366333200,40.07,1366279200,50.93,1366333200,43.82,0.85,9.83,178,9.78,0.99,1029.55,1366336800,"rain"
"109","2013-04-19",692.5,1366354800,"Rain throughout the day.","rain",1366377202,1366427139,0.32,0.0223,0.0959,1,49.32,1366437600,52.68,1366408800,44.07,1366365600,52.68,1366408800,48.04,0.9,7.64,173,7.94,1,1020.46,1366390800,"rain"
"110","2013-04-20",516,1366441200,"Overcast throughout the day.","partly-cloudy-day",1366463493,1366513624,0.36,0.0038,0.0763,1,47.82,1366466400,54.81,1366495200,43.81,1366466400,54.81,1366495200,46.74,0.88,4.96,181,9.95,1,1024.41,1366441200,"rain"
"111","2013-04-21",484,1366527600,"Light rain in the afternoon.","rain",1366549785,1366600109,0.39,0.0018,0.01,1,45.75,1366560000,54.1,1366588800,41.33,1366552800,54.1,1366588800,42.98,0.84,1.41,272,9.53,0.89,1025.29,1366578000,"rain"
"112","2013-04-22",1816.5,1366614000,"Partly cloudy in the morning.","partly-cloudy-day",1366636077,1366686594,0.42,0,0,0,42.74,1366639200,56.69,1366675200,37.7,1366635600,56.69,1366675200,38.62,0.69,8.57,359,9.66,0.1,1031.72,NA,NA
"113","2013-04-23",1971,1366700400,"Clear throughout the day.","clear-day",1366722371,1366773079,0.46,0,0,0,40.97,1366725600,60.27,1366761600,40.15,1366729200,60.27,1366761600,37.78,0.64,2.86,355,10,0.08,1027.32,NA,NA
"114","2013-04-24",2225,1366786800,"Clear throughout the day.","clear-day",1366808665,1366859564,0.49,0,0,0,44.04,1366812000,64.19,1366855200,44.04,1366812000,64.19,1366855200,40.82,0.63,3.15,345,10,0.01,1024.01,NA,NA
"115","2013-04-25",2083,1366873200,"Clear throughout the day.","clear-day",1366894961,1366946049,0.53,0,0,0,47.06,1366898400,65.81,1366930800,47.06,1366898400,65.81,1366930800,42.35,0.62,2.89,360,10,0.04,1018.86,NA,NA
"116","2013-04-26",1728.5,1366959600,"Mostly cloudy in the morning.","partly-cloudy-day",1366981258,1367032534,0.56,0,0,0,47.93,1366984800,62.87,1367024400,44.98,1366981200,62.87,1367024400,47.98,0.8,0.98,280,9.83,0.2,1023.54,NA,NA
"117","2013-04-27",607,1367046000,"Breezy starting in the afternoon, continuing until evening.","wind",1367067556,1367119019,0.59,5e-04,0.0081,0.41,52.27,1367128800,55.48,1367110800,52.27,1367128800,55.48,1367110800,46.04,0.75,9.99,187,9.92,0.67,1022.63,1367100000,"rain"
"118","2013-04-28",595,1367132400,"Breezy in the evening, with light rain until afternoon.","rain",1367153855,1367205504,0.63,0.0035,0.0359,1,48.93,1367157600,56.44,1367186400,43.92,1367211600,56.44,1367186400,46.85,0.84,4.51,191,9.92,0.92,1021.49,1367172000,"rain"
"119","2013-04-29",1346.5,1367218800,"Light rain in the morning.","rain",1367240156,1367291988,0.66,0.0072,0.0534,1,45.09,1367244000,53.62,1367276400,40.95,1367254800,53.62,1367276400,41.44,0.77,3.37,101,8.9,0.93,1018.2,1367229600,"rain"
"120","2013-04-30",1701,1367305200,"Partly cloudy in the morning.","partly-cloudy-day",1367326458,1367378473,0.69,0,0,0,41.21,1367326800,53.95,1367366400,37.81,1367330400,53.95,1367366400,34.71,0.64,1.79,27,10,0.52,1026.53,NA,NA
"121","2013-05-01",2508.5,1367391600,"Clear throughout the day.","clear-day",1367412761,1367464957,0.73,0,0,0,40.24,1367413200,58.42,1367456400,36.81,1367413200,58.42,1367456400,37.6,0.64,3.13,6,10,0.02,1034.38,NA,NA
"122","2013-05-02",2438.5,1367478000,"Partly cloudy in the evening.","partly-cloudy-day",1367499065,1367551441,0.76,0,0,0,48.06,1367499600,61.19,1367532000,44.57,1367496000,61.19,1367532000,41.95,0.63,8.25,350,10,0.08,1031.46,NA,NA
"123","2013-05-03",2260,1367564400,"Clear throughout the day.","clear-day",1367585371,1367637924,0.8,0,0,0,49.87,1367589600,65.18,1367625600,48.92,1367589600,65.18,1367625600,45.67,0.66,8.33,13,10,0.02,1027.33,NA,NA
"124","2013-05-04",1456,1367650800,"Clear throughout the day.","clear-day",1367671678,1367724408,0.83,0,0,0,53.39,1367672400,69.93,1367712000,53.39,1367672400,69.93,1367712000,48.08,0.62,7.75,3,10,0,1021.2,NA,NA
"125","2013-05-05",1501.5,1367737200,"Clear throughout the day.","clear-day",1367757987,1367810891,0.86,0,0,0,55.09,1367755200,75.27,1367798400,55.09,1367755200,75.27,1367798400,48.26,0.57,7.16,9,10,0,1012.57,NA,NA
"126","2013-05-06",2533,1367823600,"Clear throughout the day.","clear-day",1367844297,1367897373,0.9,0,0,0,54.49,1367845200,76.69,1367888400,54.49,1367845200,76.69,1367888400,49.12,0.61,3.85,13,10,0,1009.91,NA,NA
"127","2013-05-07",2551.5,1367910000,"Mostly cloudy until afternoon.","partly-cloudy-day",1367930609,1367983856,0.93,0,0,0,52.43,1367928000,65.64,1367974800,52.43,1367928000,65.64,1367974800,52.22,0.81,5.27,188,10,0.35,1014.07,NA,NA
"128","2013-05-08",2486,1367996400,"Overcast until afternoon.","partly-cloudy-day",1368016922,1368070337,0.97,0,0,0,52.77,1368003600,61.38,1368061200,52.77,1368003600,61.38,1368061200,51.37,0.86,3.62,198,9.78,0.54,1019.83,NA,NA
"129","2013-05-09",2331.5,1368082800,"Mostly cloudy until afternoon.","partly-cloudy-day",1368103237,1368156819,1,0,0,0,50.25,1368111600,62.93,1368144000,50.25,1368111600,62.93,1368144000,51.53,0.88,3.29,333,8.37,0.34,1022.32,NA,NA
"130","2013-05-10",2433,1368169200,"Clear throughout the day.","clear-day",1368189554,1368243300,0.03,0,0,0,50.75,1368187200,67.95,1368230400,50.75,1368187200,67.95,1368230400,50.5,0.78,4.62,2,9.67,0.03,1021.84,NA,NA
"131","2013-05-11",1240.5,1368255600,"Partly cloudy in the morning.","partly-cloudy-day",1368275872,1368329780,0.07,0,0,0,54.52,1368280800,75.37,1368313200,54.52,1368280800,75.37,1368313200,50.97,0.69,2.27,179,10,0.08,1019.61,NA,NA
"132","2013-05-12",631.5,1368342000,"Light rain in the morning and in the evening.","rain",1368362192,1368416259,0.1,0.0038,0.0337,1,58.87,1368424800,66.44,1368396000,58.87,1368424800,66.44,1368396000,56.92,0.85,7.24,173,9.31,0.85,1018.12,1368360000,"rain"
"133","2013-05-13",1683.5,1368428400,"Windy starting in the afternoon, continuing until evening.","wind",1368448514,1368502738,0.13,0.0016,0.01,1,51.55,1368511200,60.49,1368471600,51.55,1368511200,60.49,1368471600,51.86,0.84,11.22,194,9.62,0.67,1017.6,1368435600,"rain"
"134","2013-05-14",2287.5,1368514800,"Partly cloudy until evening.","partly-cloudy-day",1368534837,1368589217,0.17,2e-04,0.0059,0.59,48.18,1368532800,59.6,1368579600,43.69,1368529200,59.6,1368579600,44.12,0.71,2.86,178,9.92,0.23,1022.41,1368576000,"rain"
"135","2013-05-15",1948,1368601200,"Mostly cloudy throughout the day.","partly-cloudy-day",1368621163,1368675694,0.2,8e-04,0.0141,1,49.22,1368622800,60.4,1368651600,47.86,1368619200,60.4,1368651600,48.55,0.82,2.2,175,9.88,0.56,1018.55,1368666000,"rain"
"136","2013-05-16",2137,1368687600,"Mostly cloudy in the evening.","partly-cloudy-day",1368707490,1368762171,0.24,0,0,0,53.48,1368698400,63.85,1368745200,53.48,1368698400,63.85,1368745200,53.39,0.85,0.58,34,9.87,0.69,1014.72,NA,NA
"137","2013-05-17",2391.5,1368774000,"Mostly cloudy throughout the day.","partly-cloudy-day",1368793819,1368848647,0.27,0.0012,0.01,1,53.82,1368799200,60.86,1368831600,53.82,1368799200,60.86,1368831600,51.52,0.84,8.74,176,9.94,0.95,1015.97,1368799200,"rain"
"138","2013-05-18",907,1368860400,"Overcast throughout the day.","partly-cloudy-day",1368880150,1368935121,0.3,0,0,0,52.48,1368878400,58.56,1368921600,52.48,1368878400,58.56,1368921600,49.86,0.82,4.32,187,10,0.91,1021.34,NA,NA
"139","2013-05-19",1068,1368946800,"Mostly cloudy throughout the day.","partly-cloudy-day",1368966483,1369021595,0.34,0,0,0,54.09,1368972000,59.36,1369008000,54.09,1368972000,59.36,1369008000,51.67,0.85,4.89,354,10,0.79,1028.32,NA,NA
"140","2013-05-20",2324.5,1369033200,"Mostly cloudy until afternoon.","partly-cloudy-day",1369052818,1369108068,0.37,5e-04,0.0119,0.59,49.97,1369058400,61.6,1369090800,49.97,1369058400,61.6,1369090800,50.48,0.86,2.4,335,9.89,0.61,1022.24,1369094400,"rain"
"141","2013-05-21",1240.5,1369119600,"Rain in the morning and overnight.","rain",1369139156,1369194540,0.41,0.0108,0.0678,1,47.05,1369141200,56.18,1369170000,42.69,1369144800,56.18,1369170000,47.45,0.88,3.84,193,9.19,0.97,1010.77,1369130400,"rain"
"142","2013-05-22",1430,1369206000,"Light rain until afternoon.","rain",1369225495,1369281011,0.44,0.0103,0.0441,1,45.55,1369238400,53.14,1369270800,41.19,1369238400,53.14,1369270800,46.19,0.91,6.27,172,8.75,1,1012.63,1369220400,"rain"
"143","2013-05-23",1511.5,1369292400,"Light rain until afternoon.","rain",1369311836,1369367480,0.47,0.0028,0.0122,1,46.16,1369310400,53.45,1369353600,43.21,1369310400,53.45,1369353600,46.65,0.89,4.6,200,9.79,0.92,1015.65,1369314000,"rain"
"144","2013-05-24",1686.5,1369378800,"Light rain in the morning.","rain",1369398179,1369453949,0.51,8e-04,0.01,1,49.21,1369393200,60.11,1369440000,48.61,1369382400,60.11,1369440000,48.62,0.84,3.79,196,9.92,0.9,1016.68,1369393200,"rain"
"145","2013-05-25",883,1369465200,"Mostly cloudy throughout the day.","partly-cloudy-day",1369484525,1369540416,0.54,0,0,0,51.55,1369490400,59.9,1369519200,51.55,1369490400,59.9,1369519200,49.44,0.82,4.43,190,10,0.93,1017.13,NA,NA
"146","2013-05-26",595.5,1369551600,"Light rain in the morning.","rain",1369570873,1369626881,0.58,0.002,0.0159,1,50.2,1369573200,60.4,1369605600,50.2,1369573200,60.4,1369605600,50.88,0.87,1.55,234,9.51,0.97,1015.41,1369576800,"rain"
"147","2013-05-27",384.5,1369638000,"Light rain until evening.","rain",1369657223,1369713346,0.61,0.01,0.0444,1,52.49,1369656000,58.96,1369692000,52.49,1369656000,58.96,1369692000,51.01,0.85,5.35,157,9.36,0.86,1009.58,1369710000,"rain"
"148","2013-05-28",1679.5,1369724400,"Overcast throughout the day.","partly-cloudy-day",1369743575,1369799808,0.64,0.0011,0.0122,0.59,52.77,1369735200,59.23,1369782000,52.77,1369735200,59.23,1369782000,50.58,0.83,9.04,188,9.88,1,1010.98,1369771200,"rain"
"149","2013-05-29",1568.5,1369810800,"Rain in the morning.","rain",1369829930,1369886270,0.68,0.006,0.0878,1,49.43,1369832400,57.41,1369868400,47.08,1369832400,57.41,1369868400,50.41,0.89,1.45,225,9.73,0.97,1009.46,1369828800,"rain"
"150","2013-05-30",1981.5,1369897200,"Mostly cloudy throughout the day.","partly-cloudy-day",1369916287,1369972729,0.71,0,0,0,50.55,1369915200,59.03,1369958400,50.55,1369915200,59.03,1369958400,49.48,0.84,10.2,184,9.85,0.86,1019.75,NA,NA
"151","2013-05-31",2207.5,1369983600,"Overcast until afternoon.","partly-cloudy-day",1370002646,1370059187,0.74,0,0,0,51.3,1370001600,62.56,1370044800,51.3,1370001600,62.56,1370044800,50.26,0.81,0.77,296,10,0.7,1026.38,NA,NA
"152","2013-06-01",1120,1370070000,"Mostly cloudy throughout the day.","partly-cloudy-day",1370089008,1370145644,0.78,0,0,0,52.69,1370091600,65.51,1370120400,52.69,1370091600,65.51,1370120400,51.38,0.78,3.77,348,10,0.52,1021.68,NA,NA
"153","2013-06-02",1338,1370156400,"Mostly cloudy until afternoon.","partly-cloudy-day",1370175372,1370232098,0.81,2e-04,0.0041,0.41,54.3,1370174400,65.45,1370228400,54.3,1370174400,65.45,1370228400,51.24,0.74,4.3,343,9.98,0.56,1018.78,1370174400,"rain"
"154","2013-06-03",2146,1370242800,"Mostly cloudy until afternoon.","partly-cloudy-day",1370261739,1370318551,0.85,0,0,0,52.26,1370260800,66.71,1370304000,52.26,1370260800,66.71,1370304000,53.58,0.85,0.91,239,9.94,0.34,1019.49,NA,NA
"155","2013-06-04",2560.5,1370329200,"Clear throughout the day.","clear-day",1370348108,1370405002,0.88,0,0,0,54.15,1370350800,71.22,1370394000,54.15,1370350800,71.22,1370394000,55.19,0.78,5.96,350,10,0.02,1019.3,NA,NA
"156","2013-06-05",2519,1370415600,"Clear throughout the day.","clear-day",1370434479,1370491451,0.91,0,0,0,56.74,1370433600,70.23,1370476800,56.74,1370433600,70.23,1370476800,56.61,0.8,4.79,350,10,0.06,1018.32,NA,NA
"157","2013-06-06",2319.5,1370502000,"Clear throughout the day.","clear-day",1370520853,1370577898,0.95,0,0,0,55.02,1370520000,70.32,1370570400,55.02,1370520000,70.32,1370570400,54.72,0.75,3.7,351,10,0.06,1017.58,NA,NA
"158","2013-06-07",1838,1370588400,"Mostly cloudy throughout the day.","partly-cloudy-day",1370607230,1370664343,0.98,0,0,0,56.43,1370610000,65.69,1370638800,56.43,1370610000,65.69,1370638800,53.1,0.77,2.09,188,9.86,0.82,1019.06,NA,NA
"159","2013-06-08",1089.5,1370674800,"Overcast until afternoon.","partly-cloudy-day",1370693609,1370750786,0.02,0,0,0,54.82,1370696400,62.92,1370743200,54.82,1370696400,62.92,1370743200,52.3,0.8,4.08,359,9.97,0.8,1021.53,NA,NA
"160","2013-06-09",1040.5,1370761200,"Mostly cloudy throughout the day.","partly-cloudy-day",1370779990,1370837227,0.05,0,0,0,54.09,1370782800,62.96,1370822400,54.09,1370782800,62.96,1370822400,51.23,0.8,5.4,357,10,0.7,1019.2,NA,NA
"161","2013-06-10",2184.5,1370847600,"Partly cloudy in the evening.","partly-cloudy-day",1370866374,1370923665,0.08,0,0,0,51.14,1370869200,64.77,1370905200,51.14,1370869200,64.77,1370905200,49.48,0.74,3.22,356,10,0.43,1015.33,NA,NA
"162","2013-06-11",1839,1370934000,"Breezy in the evening.","wind",1370952761,1371010102,0.12,0,0,0,52.71,1370955600,63.72,1370991600,52.71,1370955600,63.72,1370991600,49.29,0.75,10.55,187,9.78,0.62,1016.78,NA,NA
"163","2013-06-12",2002.5,1371020400,"Mostly cloudy throughout the day.","partly-cloudy-day",1371039150,1371096536,0.15,0,0,0,53.93,1371042000,63.67,1371074400,53.93,1371042000,63.67,1371074400,50.01,0.76,8.16,195,9.82,0.64,1020.54,NA,NA
"164","2013-06-13",1957.5,1371106800,"Mostly cloudy until evening.","partly-cloudy-day",1371125542,1371182968,0.18,0,0,0,53.82,1371124800,63.28,1371164400,53.82,1371124800,63.28,1371164400,50.88,0.78,1.31,277,9.9,0.72,1022.12,NA,NA
"165","2013-06-14",604.5,1371193200,"Overcast until afternoon.","partly-cloudy-day",1371211936,1371269398,0.22,0,0,0,54.82,1371207600,64.34,1371254400,54.82,1371207600,64.34,1371254400,51.86,0.8,4.43,187,9.92,0.7,1022.66,NA,NA
"166","2013-06-15",1254,1371279600,"Clear throughout the day.","clear-day",1371298333,1371355825,0.25,0,0,0,53.38,1371297600,68.51,1371344400,53.38,1371297600,68.51,1371344400,53.32,0.77,6.81,352,10,0.11,1015.38,NA,NA
"167","2013-06-16",1151,1371366000,"Partly cloudy in the evening.","partly-cloudy-day",1371384732,1371442250,0.29,0,0,0,55.68,1371391200,69.49,1371427200,55.68,1371391200,69.49,1371427200,54.04,0.76,3.35,196,10,0.13,1017.84,NA,NA
"168","2013-06-17",2126,1371452400,"Mostly cloudy in the morning.","partly-cloudy-day",1371471134,1371528672,0.32,7e-04,0.0163,0.41,57.25,1371474000,72.51,1371517200,57.25,1371474000,72.51,1371517200,45.17,0.55,3.94,200,9.9,0.61,1016.83,1371531600,"rain"
"169","2013-06-18",2263,1371538800,"Partly cloudy throughout the day.","partly-cloudy-day",1371557538,1371615092,0.35,0,0,0,57.09,1371549600,69.58,1371596400,57.09,1371549600,69.58,1371596400,43.52,0.52,6.02,187,9.76,0.53,1014.51,NA,NA
"170","2013-06-19",1827.5,1371625200,"Overcast throughout the day.","partly-cloudy-day",1371643945,1371701510,0.39,8e-04,0.0122,0.41,55.55,1371639600,62.57,1371690000,55.55,1371639600,62.57,1371690000,44.43,0.6,4.2,188,9.77,0.86,1014.76,1371700800,"rain"
"171","2013-06-20",1235.5,1371711600,"Overcast throughout the day.","partly-cloudy-day",1371730355,1371787925,0.42,0.001,0.0081,0.41,53.93,1371790800,61.02,1371758400,53.93,1371790800,61.02,1371758400,43.69,0.61,4.21,180,9.67,1,1016.67,1371769200,"rain"
"172","2013-06-21",1505,1371798000,"Mostly cloudy until evening.","partly-cloudy-day",1371816767,1371874337,0.46,4e-04,0.0059,0.59,53.82,1371819600,66.6,1371859200,53.82,1371819600,66.6,1371859200,42.58,0.56,0.85,54,9.52,0.75,1020.9,1371812400,"rain"
"173","2013-06-22",1571.5,1371884400,"Clear throughout the day.","clear-day",1371903181,1371960747,0.49,0,0,0,54.43,1371906000,71.1,1371942000,54.43,1371906000,71.1,1371942000,43.58,0.52,3.27,1,10,0.16,1016.55,NA,NA
"174","2013-06-23",822,1371970800,"Light rain overnight.","rain",1371989598,1372047154,0.52,7e-04,0.0081,0.41,57.28,1371996000,64.78,1372035600,57.28,1371996000,64.78,1372035600,43.94,0.53,2.28,354,9.8,0.82,1007.53,1372053600,"rain"
"175","2013-06-24",1216,1372057200,"Rain in the morning.","rain",1372076017,1372133559,0.56,0.0068,0.06,1,57.48,1372086000,65.65,1372114800,57.48,1372086000,65.65,1372114800,46.9,0.6,7.89,177,9.84,0.86,1004.42,1372078800,"rain"
"176","2013-06-25",1324.5,1372143600,"Rain in the evening.","rain",1372162439,1372219961,0.59,0.0087,0.0859,1,57.57,1372172400,70.33,1372201200,57.57,1372172400,70.33,1372201200,52.17,0.72,5.49,169,9.5,0.75,1007.4,1372219200,"rain"
"177","2013-06-26",1452,1372230000,"Heavy rain in the afternoon.","rain",1372248863,1372306361,0.62,0.0184,0.3275,1,58.3,1372251600,67.6,1372284000,58.3,1372251600,67.6,1372284000,52.7,0.72,4.2,173,9.56,0.82,1014.63,1372273200,"rain"
"178","2013-06-27",1464,1372316400,"Light rain until afternoon.","rain",1372335289,1372392758,0.66,0.0046,0.0319,1,57.67,1372338000,69.57,1372377600,57.67,1372338000,69.57,1372377600,54.63,0.76,1.73,172,9.76,0.79,1020.48,1372338000,"rain"
"179","2013-06-28",2049.5,1372402800,"Partly cloudy throughout the day.","partly-cloudy-day",1372421718,1372479152,0.69,0,0,0,58.39,1372420800,73.26,1372467600,58.39,1372420800,73.26,1372467600,52.15,0.65,3.97,4,10,0.23,1020.12,NA,NA
"180","2013-06-29",1366,1372489200,"Partly cloudy until afternoon.","partly-cloudy-day",1372508149,1372565544,0.73,0,0,0,61.37,1372518000,74.49,1372550400,61.37,1372518000,74.49,1372550400,51.42,0.58,2.4,359,9.81,0.21,1018.23,NA,NA
"181","2013-06-30",1373,1372575600,"Clear throughout the day.","clear-day",1372594582,1372651933,0.76,0,0,0,59.67,1372597200,80.26,1372636800,59.67,1372597200,80.13,1372636800,52.04,0.55,4.94,12,9.48,0.02,1014.25,NA,NA
"182","2013-07-01",2103.5,1372662000,"Clear throughout the day.","clear-day",1372681017,1372738320,0.79,0,0,0,63.59,1372687200,76.17,1372719600,63.59,1372687200,76.17,1372719600,50.6,0.53,3.7,4,9.28,0.02,1014.5,NA,NA
"183","2013-07-02",2348,1372748400,"Partly cloudy in the morning.","partly-cloudy-day",1372767454,1372824704,0.83,0,0,0,59.74,1372770000,73.6,1372806000,59.74,1372770000,73.6,1372806000,48.86,0.57,4.27,356,9.73,0.07,1018.83,NA,NA
"184","2013-07-03",2127.5,1372834800,"Mostly cloudy in the morning.","partly-cloudy-day",1372853894,1372911085,0.86,0,0,0,60.52,1372856400,70.97,1372906800,60.52,1372856400,70.97,1372906800,44.4,0.47,5.98,352,9.15,0.25,1019.9,NA,NA
"185","2013-07-04",1874.5,1372921200,"Mostly cloudy throughout the day.","partly-cloudy-day",1372940335,1372997464,0.9,0,0,0,58.2,1372953600,66.42,1372982400,58.2,1372953600,66.42,1372982400,43.38,0.51,1.43,203,9.91,0.77,1019.33,NA,NA
"186","2013-07-05",1544,1373007600,"Overcast until afternoon.","partly-cloudy-day",1373026779,1373083840,0.93,0,0,0,57.59,1373032800,71.23,1373068800,57.59,1373032800,71.23,1373068800,43.83,0.5,2.33,211,9.89,0.55,1016.54,NA,NA
"187","2013-07-06",1461,1373094000,"Partly cloudy overnight.","partly-cloudy-night",1373113224,1373170214,0.96,0,0,0,56.71,1373115600,73.03,1373158800,56.71,1373115600,73.03,1373158800,42.61,0.47,3.15,333,9.95,0.13,1014.24,NA,NA
"188","2013-07-07",1297.5,1373180400,"Mostly cloudy until afternoon.","partly-cloudy-day",1373199672,1373256585,1,0,0,0,57.02,1373209200,72.43,1373248800,57.02,1373209200,72.43,1373248800,49.42,0.61,3.8,190,9.82,0.4,1013.73,NA,NA
"189","2013-07-08",2173.5,1373266800,"Mostly cloudy until afternoon.","partly-cloudy-day",1373286121,1373342954,0.03,0,0,0,56.2,1373288400,71.3,1373335200,56.2,1373288400,71.3,1373335200,49.43,0.63,3.86,198,9.83,0.37,1017.95,NA,NA
"190","2013-07-09",2408,1373353200,"Clear throughout the day.","clear-day",1373372572,1373429320,0.07,0,0,0,57.99,1373378400,74.18,1373418000,57.99,1373378400,74.18,1373418000,48.16,0.56,4.54,5,9.68,0.01,1018.52,NA,NA
"191","2013-07-10",2303.5,1373439600,"Mostly cloudy until afternoon.","partly-cloudy-day",1373459024,1373515684,0.1,0,0,0,57.47,1373468400,65.54,1373439600,57.47,1373468400,65.54,1373439600,49.03,0.64,0.91,272,9.86,0.48,1017.24,NA,NA
"192","2013-07-11",2050,1373526000,"Overcast until afternoon.","partly-cloudy-day",1373545479,1373602045,0.13,0,0,0,55.48,1373551200,64.75,1373590800,55.48,1373551200,64.75,1373590800,44.6,0.57,1.6,10,10,0.74,1017.78,NA,NA
"193","2013-07-12",1848,1373612400,"Partly cloudy in the afternoon.","partly-cloudy-day",1373631935,1373688404,0.17,0,0,0,55.75,1373634000,64.71,1373673600,55.75,1373634000,64.71,1373673600,44.65,0.59,0.9,336,10,0.16,1017.84,NA,NA
"194","2013-07-13",1349,1373698800,"Clear throughout the day.","clear-day",1373718392,1373774760,0.2,0,0,0,53.49,1373720400,71.52,1373760000,53.49,1373720400,71.52,1373760000,44.84,0.57,4.1,354,10,0.04,1021.37,NA,NA
"195","2013-07-14",1320,1373785200,"Mostly cloudy overnight.","partly-cloudy-night",1373804851,1373861114,0.23,0,0,0,55.31,1373806800,71.59,1373853600,55.31,1373806800,71.59,1373853600,42.63,0.48,4.72,5,10,0,1019.09,NA,NA
"196","2013-07-15",2209,1373871600,"Clear throughout the day.","clear-day",1373891312,1373947466,0.27,0,0,0,58.8,1373893200,73.9,1373936400,58.8,1373893200,73.9,1373936400,45.78,0.49,7.58,356,10,0.1,1016.01,NA,NA
"197","2013-07-16",2296.5,1373958000,"Clear throughout the day.","clear-day",1373977774,1374033816,0.3,0,0,0,62.3,1373979600,76.57,1374022800,62.3,1373979600,76.57,1374022800,46.65,0.44,5.94,1,9.98,0.06,1011.62,NA,NA
"198","2013-07-17",2085.5,1374044400,"Mostly cloudy until evening.","partly-cloudy-day",1374064237,1374120163,0.34,7e-04,0.0081,0.41,61.32,1374066000,68.78,1374048000,61.32,1374066000,68.78,1374048000,52.39,0.65,7.82,181,9.88,0.65,1019.24,1374055200,"rain"
"199","2013-07-18",2193,1374130800,"Mostly cloudy until afternoon.","partly-cloudy-day",1374150702,1374206508,0.37,0,0,0,58.48,1374152400,70.1,1374199200,58.48,1374152400,70.1,1374199200,50.68,0.65,4.12,346,9.95,0.49,1022.54,NA,NA
"200","2013-07-19",1957.5,1374217200,"Mostly cloudy until afternoon.","partly-cloudy-day",1374237167,1374292851,0.4,0,0,0,58.3,1374242400,70.7,1374282000,58.3,1374242400,70.7,1374282000,51.48,0.67,4.84,356,9.46,0.26,1020.26,NA,NA
"201","2013-07-20",1255.5,1374303600,"Mostly cloudy until afternoon.","partly-cloudy-day",1374323634,1374379191,0.44,0,0,0,56.2,1374332400,66.32,1374372000,56.2,1374332400,66.32,1374372000,50.79,0.71,1.48,339,8.93,0.35,1017.78,NA,NA
"202","2013-07-21",1212.5,1374390000,"Overcast until afternoon.","partly-cloudy-day",1374410102,1374465530,0.47,0,0,0,55.09,1374418800,69.17,1374454800,55.09,1374418800,69.17,1374454800,51.3,0.71,1.57,238,9.02,0.38,1014.94,NA,NA
"203","2013-07-22",2087,1374476400,"Mostly cloudy until afternoon.","partly-cloudy-day",1374496571,1374551866,0.51,0,0,0,56.09,1374501600,73.19,1374537600,56.09,1374501600,73.19,1374537600,50.95,0.68,1.64,201,9.18,0.47,1016.79,NA,NA
"204","2013-07-23",2302,1374562800,"Clear throughout the day.","clear-day",1374583041,1374638200,0.54,0,0,0,55.58,1374588000,76.07,1374624000,55.58,1374588000,76.07,1374624000,47.8,0.58,5.33,345,9.97,0.03,1017.24,NA,NA
"205","2013-07-24",2347,1374649200,"Clear throughout the day.","clear-day",1374669512,1374724533,0.57,0,0,0,57.18,1374670800,75.39,1374714000,57.18,1374670800,75.39,1374714000,45.54,0.51,3.86,9,9.97,0.02,1017.32,NA,NA
"206","2013-07-25",2236.5,1374735600,"Clear throughout the day.","clear-day",1374755984,1374810863,0.61,0,0,0,55.66,1374760800,75.87,1374804000,55.66,1374760800,75.87,1374804000,43.72,0.5,3.81,0,9.67,0,1018.8,NA,NA
"207","2013-07-26",1981.5,1374822000,"Clear throughout the day.","clear-day",1374842457,1374897191,0.64,0,0,0,56.9,1374843600,75.05,1374886800,56.9,1374843600,75.05,1374886800,43.9,0.49,4.17,13,9.95,0.01,1020.1,NA,NA
"208","2013-07-27",1250.5,1374908400,"Clear throughout the day.","clear-day",1374928931,1374983518,0.67,0,0,0,56.14,1374933600,70.37,1374966000,56.14,1374933600,70.37,1374966000,45.26,0.55,1.3,231,9.88,0.05,1019.74,NA,NA
